"rank_change","symbol","rank","padj","gene"
0,"CXCR1",1,1.33191082365877e-62,"ENSG00000163464"
1,"FCGR3B",2,2.83830926100283e-58,"ENSG00000162747"
4,"KCNJ15",3,3.57355141398435e-39,"ENSG00000157551"
5,"FAM157A",4,6.0078354784797e-32,"ENSG00000236438"
19,"LCN2",5,7.95966811704023e-31,"ENSG00000148346"
11,"CCNJL",6,1.27662211026845e-29,"ENSG00000135083"
11,"TREML3P",7,3.2886397329672e-29,"ENSG00000184106"
13,"R3HDM4",8,2.86617997930191e-28,"ENSG00000198858"
101,"ACTA1",9,2.74688326323054e-26,"ENSG00000143632"
22,"CD177",10,8.20034502843424e-26,"ENSG00000204936"
31,"FFAR2",11,2.18862739289544e-25,"ENSG00000126262"
812,"FTLP3",12,4.0554488309443e-24,"ENSG00000226608"
20,"KIT",13,5.32650270631705e-23,"ENSG00000157404"
34,"FKBP8",14,1.55082224102097e-21,"ENSG00000105701"
22,"NPR3",15,1.60550587246929e-21,"ENSG00000113389"
31,"TNFRSF10C",16,4.09089040460972e-20,"ENSG00000173535"
27,"YPEL3",17,9.54990441020369e-20,"ENSG00000090238"
37,"CDKN2D",18,2.04189273238693e-19,"ENSG00000129355"
46,"ADAM8",19,2.04189273238693e-19,"ENSG00000151651"
75,"GZMB",20,2.09528149236931e-19,"ENSG00000100453"
37,"CDC34",21,2.1292185750984e-19,"ENSG00000099804"
260,"MYBPC1",22,3.94755365191433e-19,"ENSG00000196091"
76,"MB",23,4.34357460126445e-19,"ENSG00000198125"
46,"ZDHHC18",24,2.31064097219045e-18,"ENSG00000204160"
27,"KRT23",25,1.77799438369441e-17,"ENSG00000108244"
189,"MYL2",26,2.27542794553201e-17,"ENSG00000111245"
115,"PDZK1IP1",27,2.66756845902092e-17,"ENSG00000162366"
64,"ADIPOR1",28,2.80570362174391e-17,"ENSG00000159346"
132,"MYH7",29,5.88688951836698e-17,"ENSG00000092054"
86,"PI3",30,1.30221926642906e-16,"ENSG00000124102"
23,"COL24A1",31,1.32361205106253e-16,"ENSG00000171502"
1372,"FTH1P2",32,1.32361205106253e-16,"ENSG00000234975"
1357,"FTH1P7",33,1.45521452962935e-16,"ENSG00000232187"
60,"CXCR2",34,1.57717434735541e-16,"ENSG00000180871"
53,"MMP25",35,2.30879667261522e-16,"ENSG00000008516"
138,"AQP9",36,4.24774305841386e-16,"ENSG00000103569"
81,"ORM1",37,5.00919645658025e-16,"ENSG00000229314"
120,"ACSL1",38,5.76676068945517e-16,"ENSG00000151726"
91,"AL035661.1",39,5.76676068945517e-16,"ENSG00000274173"
93,"FTL",40,1.15284147977882e-15,"ENSG00000087086"
156,"IL1R2",41,1.40773578353088e-15,"ENSG00000115590"
147,"CMTM2",42,1.41016394864755e-15,"ENSG00000140932"
64,"KIAA1549",43,2.37796502580906e-15,"ENSG00000122778"
24,"SLC44A2",44,2.37796502580906e-15,"ENSG00000129353"
150,"PROM1",45,2.71842736387619e-15,"ENSG00000007062"
182,"HSPA6",46,2.71842736387619e-15,"ENSG00000173110"
90,"IFITM2",47,3.89282374123257e-15,"ENSG00000185201"
26,"HBQ1",48,4.69461263688614e-15,"ENSG00000086506"
121,"ABTB1",49,4.69461263688614e-15,"ENSG00000114626"
243,"TNNC1",50,5.44343111528713e-15,"ENSG00000114854"
187,"KRT1",51,5.44343111528713e-15,"ENSG00000167768"
84,"ATAD5",52,1.02915017968994e-14,"ENSG00000176208"
160,"AL627309.6",53,1.03020243999546e-14,"ENSG00000268903"
78,"MARCHF2",54,1.74590559699403e-14,"ENSG00000099785"
97,"PLIN5",55,1.84860115711636e-14,"ENSG00000214456"
99,"DAPK2",56,2.19255339876608e-14,"ENSG00000035664"
244,"HSPB7",57,3.17323104136727e-14,"ENSG00000173641"
358,"FAM107A",58,3.23171948127397e-14,"ENSG00000168309"
67,"TFEC",59,3.45261451569629e-14,"ENSG00000105967"
117,"HBA1",60,3.74567478638505e-14,"ENSG00000206172"
119,"ELAPOR1",61,4.08189226120975e-14,"ENSG00000116299"
21,"OAZ1",62,4.16082838833146e-14,"ENSG00000104904"
115,"GPSM3",63,4.45820106800491e-14,"ENSG00000213654"
34,"ACTN2",64,6.21407690528639e-14,"ENSG00000077522"
203,"NAMPT",65,6.92692485345702e-14,"ENSG00000105835"
46,"UBALD2",66,7.15993302788627e-14,"ENSG00000185262"
178,"IL18RAP",67,7.57634701924432e-14,"ENSG00000115607"
125,"PGLYRP1",68,8.89759523801047e-14,"ENSG00000008438"
356,"LDB3",69,9.61350625124302e-14,"ENSG00000122367"
117,"TRPM6",70,1.30651632704307e-13,"ENSG00000119121"
121,"GUK1",71,1.32579430936197e-13,"ENSG00000143774"
206,"MYH1",72,1.39206414249571e-13,"ENSG00000109061"
193,"OLAH",73,1.39206414249571e-13,"ENSG00000152463"
82,"ZBED3",74,1.43913930880618e-13,"ENSG00000132846"
11065,"FTLP2",75,1.89476481253679e-13,"ENSG00000232368"
100,"ARID5A",76,2.27685943749992e-13,"ENSG00000196843"
20,"LSP1",77,2.89070609329562e-13,"ENSG00000130592"
138,"WBP2",78,2.89070609329562e-13,"ENSG00000132471"
341,"CKM",79,2.92040694035426e-13,"ENSG00000104879"
70,"KIR2DS4",80,2.92040694035426e-13,"ENSG00000221957"
130,"DNAJB2",81,3.77799424598769e-13,"ENSG00000135924"
97,"BRCA2",82,7.12749123439189e-13,"ENSG00000139618"
1089,"AC005392.2",83,9.17646560220588e-13,"ENSG00000231412"
143,"HLA-E",84,9.93626556483747e-13,"ENSG00000204592"
64,"RNF10",85,1.22749350966148e-12,"ENSG00000022840"
53,"STARD4-AS1",86,1.41385492221826e-12,"ENSG00000246859"
202,"SLC25A39",87,1.43825752047576e-12,"ENSG00000013306"
52,"ASPM",88,1.73331950047436e-12,"ENSG00000066279"
180,"PLIN2",89,1.75668007384301e-12,"ENSG00000147872"
205,"CEBPB",90,1.81299685661039e-12,"ENSG00000172216"
212,"PFKFB3",91,1.91024739830061e-12,"ENSG00000170525"
NA,"AC244102.3",92,1.95387523608521e-12,"ENSG00000286051"
141,"SCML2",93,2.12635487301182e-12,"ENSG00000102098"
-7,"JPX",94,2.48357584941827e-12,"ENSG00000225470"
274,"MYL1",95,2.48993143455842e-12,"ENSG00000168530"
121,"LITAF",96,3.00655345262233e-12,"ENSG00000189067"
183,"NECAB2",97,3.43618698252034e-12,"ENSG00000103154"
223,"NINJ1",98,3.43618698252034e-12,"ENSG00000131669"
857,"LINC01002",99,3.43618698252034e-12,"ENSG00000282508"
612,"GFAP",100,3.69811153652435e-12,"ENSG00000131095"
-78,"POMK",101,3.69811153652435e-12,"ENSG00000185900"
128,"JMJD6",102,3.89636480461524e-12,"ENSG00000070495"
227,"VNN2",103,4.2790384937771e-12,"ENSG00000112303"
129,"ZC3H12C",104,4.44474354577876e-12,"ENSG00000149289"
221,"NRAP",105,4.44474354577876e-12,"ENSG00000197893"
328,"CAMP",106,5.7212962131215e-12,"ENSG00000164047"
151,"CBX2",107,5.96000843125033e-12,"ENSG00000173894"
956,"MEST",108,6.08964832328306e-12,"ENSG00000106484"
193,"MMP9",109,6.39010466956764e-12,"ENSG00000100985"
9,"PINK1",110,6.39010466956764e-12,"ENSG00000158828"
244,"HBB",111,6.54872468326119e-12,"ENSG00000244734"
158,"REM2",112,6.60629194099146e-12,"ENSG00000139890"
15,"FTH1P8",113,7.23685820886358e-12,"ENSG00000219507"
46,"POLQ",114,7.30355893618273e-12,"ENSG00000051341"
274,"CDCA7",115,7.30355893618273e-12,"ENSG00000144354"
115,"SOGA1",116,7.42798701876285e-12,"ENSG00000149639"
227,"PRF1",117,9.27233519421921e-12,"ENSG00000180644"
256,"CD8B",118,9.79164162845065e-12,"ENSG00000172116"
573,"CMYA5",119,1.06810736135377e-11,"ENSG00000164309"
178,"GEN1",120,1.07415628334805e-11,"ENSG00000178295"
NA,"BX571818.1",121,1.21411503635944e-11,"ENSG00000285417"
113,"PHOSPHO1",122,1.24337840720468e-11,"ENSG00000173868"
417,"TREM1",123,1.25865480859806e-11,"ENSG00000124731"
221,"XPO6",124,1.27607984141708e-11,"ENSG00000169180"
282,"FPR1",125,1.28283575788403e-11,"ENSG00000171051"
253,"LTB",126,1.51240091372503e-11,"ENSG00000227507"
405,"LINC02289",127,1.69491846073839e-11,"ENSG00000258819"
318,"CYSTM1",128,1.95334844263408e-11,"ENSG00000120306"
224,"HCAR3",129,2.06526377030314e-11,"ENSG00000255398"
444,"KCNQ1OT1",130,2.4009574880044e-11,"ENSG00000269821"
32,"PLK4",131,2.47603206440814e-11,"ENSG00000142731"
