"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED_bam","GDC2828countsREPROCESSED_bam","GDC2839countsREPROCESSED_bam","padj","symbol","rank","rank_change"
"ENSG00000275488",0,1,0,69,99,102,6.23e-05,"",2096,212
"ENSG00000126803",29,34,65,29,20,29,6.24e-05,"HSPA2",2097,1599
"ENSG00000149761",221,294,1030,236,335,166,6.24e-05,"NUDT22",2098,-316
"ENSG00000066294",424,432,370,12522,7903,6097,6.25e-05,"CD84",2099,-470
"ENSG00000261654",3,0,4,98,101,180,6.25e-05,"",2100,17
"ENSG00000136546",9,10,18,1,0,1,6.27e-05,"SCN7A",2101,170
"ENSG00000230037",16,18,53,3,7,13,6.3e-05,"UBBP1",2102,-1243
"ENSG00000171509",1,4,2,4,1902,701,6.31e-05,"RXFP1",2103,-537
"ENSG00000282416",5,20,39,0,0,3,6.31e-05,"",2104,-1095
"ENSG00000167904",36,27,84,584,782,656,6.32e-05,"TMEM68",2105,241
"ENSG00000196597",13,17,51,452,385,618,6.33e-05,"ZNF782",2106,118
"ENSG00000215867",6,0,0,327,230,245,6.34e-05,"KRT18P57",2107,-351
"ENSG00000136040",1684,2696,19343,2132,1417,2056,6.37e-05,"PLXNC1",2108,-452
"ENSG00000261386",2,3,4,78,119,222,6.37e-05,"",2109,469
"ENSG00000280163",2,0,0,95,112,123,6.39e-05,"",2110,65
"ENSG00000101773",55,69,133,894,1143,1135,6.39e-05,"RBBP8",2111,624
"ENSG00000176510",1,0,1,81,143,93,6.39e-05,"OR10AC1",2112,93
"ENSG00000115307",1940,2171,3419,2947,2435,2267,6.4e-05,"AUP1",2113,865
"ENSG00000143416",3252,1986,718,668,44,120,6.44e-05,"SELENBP1",2114,-582
"ENSG00000159674",3621,3985,522,358,216,978,6.46e-05,"SPON2",2115,-1080
"ENSG00000189144",16,11,4,482,312,545,6.47e-05,"ZNF573",2116,-81
"ENSG00000143195",21,4,15,1108,228,639,6.48e-05,"ILDR2",2117,-425
"ENSG00000286236",3,22,117,3,6,1,6.51e-05,"",2118,-55
"ENSG00000163138",20,30,40,552,370,645,6.54e-05,"PACRGL",2119,373
"ENSG00000172757",11792,11426,45385,9259,16829,9146,6.54e-05,"CFL1",2120,-95
"ENSG00000225711",0,0,0,44,54,80,6.54e-05,"",2121,703
"ENSG00000159884",57,51,17,15,7,13,6.59e-05,"CCDC107",2122,-26
"ENSG00000077232",283,329,371,3641,5889,7169,6.59e-05,"DNAJC10",2123,274
"ENSG00000264546",3,2,3,73,126,156,6.6e-05,"",2124,119
"ENSG00000204390",75,96,284,50,108,76,6.61e-05,"HSPA1L",2125,346
"ENSG00000241535",0,0,0,77,33,87,6.61e-05,"CBX5P1",2126,323
"ENSG00000151967",2,2,4,416,22,505,6.63e-05,"SCHIP1",2127,-448
"ENSG00000204577",5216,4033,33893,614,3020,87,6.65e-05,"LILRB3",2128,-270
"ENSG00000175634",1042,859,1187,1002,784,1006,6.67e-05,"RPS6KB2",2129,587
"ENSG00000184661",20,8,24,323,634,291,6.67e-05,"CDCA2",2130,-242
"ENSG00000158109",663,889,2859,587,951,913,6.68e-05,"TPRG1L",2131,797
"ENSG00000278600",865,334,853,514,422,371,6.68e-05,"",2132,-66
"ENSG00000136872",177,12,34,10,12,12,6.68e-05,"ALDOB",2133,-380
"ENSG00000198829",34,3,8,1494,380,2659,6.69e-05,"SUCNR1",2134,-573
"ENSG00000184905",6,7,32,1,1,1,6.7e-05,"TCEAL2",2135,619
"ENSG00000156564",14,34,3,1,0,0,6.7e-05,"LRFN2",2136,-22
"ENSG00000168116",15,37,40,481,608,742,6.7e-05,"KIAA1586",2137,163
"ENSG00000233268",4,0,1,114,178,104,6.72e-05,"",2138,1375
"ENSG00000189350",245,128,130,65,120,56,6.73e-05,"TOGARAM2",2139,-300
"ENSG00000148677",2,38,67,0,1,4,6.76e-05,"ANKRD1",2140,-767
"ENSG00000178665",10,2,11,152,255,334,6.76e-05,"ZNF713",2141,27
"ENSG00000120217",20,43,985,34,19,26,6.81e-05,"CD274",2142,-347
"ENSG00000182871",1137,555,1805,693,132,156,6.81e-05,"COL18A1",2143,-419
"ENSG00000243193",0,0,0,37,66,80,6.81e-05,"PRKAR2B-AS1",2144,2142
"ENSG00000223525",0,0,0,40,83,57,6.82e-05,"RABGAP1L-IT1",2145,617
"ENSG00000275888",179,84,166,115,67,57,6.82e-05,"",2146,67
"ENSG00000156298",39,60,139,17,53,31,6.84e-05,"TSPAN7",2147,295
"ENSG00000166225",67,76,178,1218,1281,1253,6.87e-05,"FRS2",2148,480
"ENSG00000112053",196,373,1829,307,235,179,6.91e-05,"SLC26A8",2149,-355
"ENSG00000198049",1,0,0,109,32,388,6.92e-05,"AVPR1B",2150,-387
"ENSG00000285979",46,31,30,840,806,628,6.94e-05,"",2151,-94
"ENSG00000197043",6956,5833,9755,3573,8089,5126,6.95e-05,"ANXA6",2152,435
"ENSG00000148225",5,2,13,144,166,323,6.95e-05,"WDR31",2153,62
"ENSG00000263531",3,1,3,90,96,112,6.96e-05,"",2154,988
"ENSG00000105369",1362,817,922,649,130,141,6.98e-05,"CD79A",2155,-521
"ENSG00000215156",14,27,137,1518,1398,1538,6.99e-05,"",2156,-213
"ENSG00000141449",3,2,6,85,124,229,6.99e-05,"GREB1L",2157,364
"ENSG00000286715",1,0,0,90,91,75,7.01e-05,"",2158,740
"ENSG00000269825",17,2,2,887,464,402,7.03e-05,"",2159,-507
"ENSG00000123213",65,128,90,1822,2207,1761,7.08e-05,"NLN",2160,-160
"ENSG00000280067",31,22,44,404,572,431,7.13e-05,"",2161,333
"ENSG00000168685",3318,1733,2119,1454,380,246,7.15e-05,"IL7R",2162,-643
"ENSG00000214530",192,229,486,176,29,102,7.16e-05,"STARD10",2163,-313
"ENSG00000274364",0,0,0,42,69,59,7.21e-05,"",2164,1166
"ENSG00000137393",813,1227,4745,1302,829,764,7.22e-05,"RNF144B",2165,-191
"ENSG00000258337",0,0,2,69,134,147,7.22e-05,"",2166,847
"ENSG00000228305",4,32,77,6,7,4,7.24e-05,"PRELID1P6",2167,-103
"ENSG00000287087",1,0,0,98,79,79,7.25e-05,"",2168,227
"ENSG00000214188",0,0,0,38,55,98,7.27e-05,"ST7-OT4",2169,473
"ENSG00000144736",58,65,97,804,969,888,7.28e-05,"SHQ1",2170,706
"ENSG00000001631",34,23,61,453,567,659,7.29e-05,"KRIT1",2171,791
"ENSG00000241537",0,0,0,63,38,78,7.3e-05,"",2172,116
"ENSG00000230590",144,239,852,7061,6500,11236,7.36e-05,"FTX",2173,-167
"ENSG00000204524",31,61,92,851,1024,863,7.39e-05,"ZNF805",2174,78
"ENSG00000167674",634,494,1850,666,738,697,7.39e-05,"HDGFL2",2175,337
"ENSG00000153006",86,148,188,1578,2510,2541,7.49e-05,"SREK1IP1",2176,201
"ENSG00000177156",4500,7861,34432,6161,5742,6082,7.5e-05,"TALDO1",2177,-58
"ENSG00000154237",295,247,678,4916,4417,4361,7.51e-05,"LRRK1",2178,462
"ENSG00000157617",84,58,70,2558,1047,1359,7.53e-05,"C2CD2",2179,-145
"ENSG00000232762",0,0,0,112,41,47,7.53e-05,"",2180,NA
"ENSG00000248641",0,0,0,71,36,73,7.55e-05,"HMGA1P2",2181,2947
"ENSG00000235253",11,4,3,241,189,470,7.55e-05,"",2182,190
"ENSG00000109062",2880,3390,3851,2153,3699,1948,7.61e-05,"SLC9A3R1",2183,-33
"ENSG00000258730",2,3,0,91,290,123,7.61e-05,"ITPK1-AS1",2184,-236
"ENSG00000176907",11,15,24,1,5,0,7.62e-05,"TCIM",2185,591
"ENSG00000100092",508,628,522,460,458,328,7.65e-05,"SH3BP1",2186,45
"ENSG00000171466",150,182,291,1986,2864,2987,7.65e-05,"ZNF562",2187,628
"ENSG00000114904",87,45,82,1099,1472,1040,7.68e-05,"NEK4",2188,-28
"ENSG00000159556",13,3,50,1,2,0,7.68e-05,"ISL2",2189,45
"ENSG00000233716",0,0,0,43,65,58,7.68e-05,"MTFR2P1",2190,-2
"ENSG00000246548",13,54,30,10,7,11,7.69e-05,"LINC02288",2191,-327
"ENSG00000005100",74,105,148,1623,1272,1331,7.7e-05,"DHX33",2192,317
"ENSG00000087157",2071,1669,9715,2166,1803,1966,7.7e-05,"PGS1",2193,-96
"ENSG00000157343",20,78,194,27,18,37,7.72e-05,"ARMC12",2194,-451
"ENSG00000266111",0,0,0,29,100,74,7.75e-05,"",2195,475
"ENSG00000057704",1243,1427,3380,305,497,11,7.76e-05,"TMCC3",2196,-507
"ENSG00000279331",0,0,0,81,47,46,7.77e-05,"RBM12B-AS1",2197,330
"ENSG00000272282",52,123,20,18,7,1,7.84e-05,"LINC02084",2198,-51
"ENSG00000114062",144,291,429,3461,4858,5087,7.84e-05,"UBE3A",2199,124
"ENSG00000137822",86,68,58,1817,1129,1723,7.85e-05,"TUBGCP4",2200,-4
"ENSG00000220515",0,0,2,149,64,149,7.85e-05,"PGAM1P10",2201,-4
"ENSG00000196218",174,122,132,38,89,98,7.87e-05,"RYR1",2202,-231
"ENSG00000159216",801,609,2932,16929,31464,29972,7.9e-05,"RUNX1",2203,-187
"ENSG00000274840",0,0,0,114,21,109,7.92e-05,"BALR6",2204,1635
"ENSG00000227124",13,12,41,822,314,389,7.95e-05,"ZNF717",2205,-302
"ENSG00000246477",8,6,1,335,224,237,7.95e-05,"",2206,-290
"ENSG00000031698",1429,1359,2815,1625,2271,1625,7.95e-05,"SARS1",2207,944
"ENSG00000172780",75,60,133,60,65,24,7.95e-05,"RAB43",2208,775
"ENSG00000184988",120,115,97,1589,2485,2525,7.96e-05,"TMEM106A",2209,193
"ENSG00000140044",762,1077,4483,869,994,341,8.01e-05,"JDP2",2210,-359
"ENSG00000081189",188,325,269,3312,7276,6212,8.01e-05,"MEF2C",2211,-73
"ENSG00000210195",0,0,0,16,143,125,8.01e-05,"MT-TT",2212,NA
"ENSG00000003987",15,6,39,618,304,476,8.03e-05,"MTMR7",2213,48
"ENSG00000163539",240,195,606,3605,5415,4316,8.04e-05,"CLASP2",2214,320
"ENSG00000224400",0,0,0,107,4,582,8.06e-05,"",2215,2774
"ENSG00000174171",115,108,13,23,3,6,8.07e-05,"",2216,-461
"ENSG00000123240",1633,1784,832,574,307,43,8.08e-05,"OPTN",2217,-611
"ENSG00000151687",23,26,17,461,448,634,8.14e-05,"ANKAR",2218,1008
"ENSG00000274211",115,63,171,1948,1391,1569,8.16e-05,"SOCS7",2219,97
"ENSG00000142657",4939,9180,148664,4668,9150,4293,8.21e-05,"PGD",2220,-493
"ENSG00000205584",0,0,0,89,30,76,8.21e-05,"",2221,NA
"ENSG00000215845",110,118,541,74,66,147,8.24e-05,"TSTD1",2222,-96
"ENSG00000279502",0,0,0,63,59,42,8.26e-05,"",2223,401
"ENSG00000273302",7,3,4,98,222,221,8.3e-05,"",2224,304
"ENSG00000142327",2476,3748,7797,3615,3719,1886,8.31e-05,"RNPEPL1",2225,-335
"ENSG00000115085",5280,4028,704,1186,196,565,8.31e-05,"ZAP70",2226,-575
"ENSG00000278972",0,0,0,49,41,91,8.32e-05,"",2227,-54
"ENSG00000104518",1747,1687,6069,2397,1159,980,8.35e-05,"GSDMD",2228,-350
"ENSG00000169752",2,1,13,425,80,442,8.35e-05,"NRG4",2229,-277
"ENSG00000009950",12,19,44,12,5,7,8.36e-05,"MLXIPL",2230,750
"ENSG00000279476",11,2,8,144,429,271,8.4e-05,"",2231,-118
"ENSG00000124134",64,23,124,26,21,39,8.41e-05,"KCNS1",2232,193
"ENSG00000143179",60,90,57,1406,1411,1478,8.41e-05,"UCK2",2233,32
"ENSG00000198105",50,27,85,878,635,986,8.41e-05,"ZNF248",2234,236
"ENSG00000022277",1280,1337,7922,1274,1401,1419,8.44e-05,"RTF2",2235,23
"ENSG00000120251",15,1,110,2,0,1,8.46e-05,"GRIA2",2236,-38
"ENSG00000099849",240,378,444,350,224,253,8.49e-05,"RASSF7",2237,378
"ENSG00000204410",42,13,12,725,868,1013,8.49e-05,"MSH5",2238,-51
"ENSG00000167554",2,1,5,138,57,384,8.5e-05,"ZNF610",2239,-376
"ENSG00000184545",307,117,60,58,7,8,8.5e-05,"DUSP8",2240,-378
"ENSG00000274554",0,0,0,53,46,62,8.51e-05,"",2241,35
"ENSG00000151422",22,50,103,811,1127,1095,8.55e-05,"FER",2242,-52
"ENSG00000196169",82,98,11,19,9,4,8.56e-05,"KIF19",2243,-232
"ENSG00000178440",1,0,0,95,102,61,8.58e-05,"TIMM23B-AGAP6",2244,2138
"ENSG00000154548",7,3,16,266,243,138,8.61e-05,"SRSF12",2245,169
"ENSG00000173218",30,70,23,1259,1222,2143,8.61e-05,"VANGL1",2246,-323
"ENSG00000141505",86,135,127,55,81,20,8.61e-05,"ASGR1",2247,-268
"ENSG00000241399",69,65,90,980,3170,1213,8.63e-05,"CD302",2248,-437
"ENSG00000138092",53,25,32,791,791,810,8.66e-05,"CENPO",2249,224
"ENSG00000226647",0,0,0,36,61,77,8.69e-05,"",2250,1558
"ENSG00000142748",14,11,39,6,0,2,8.69e-05,"FCN3",2251,387
"ENSG00000116984",230,162,163,3961,3510,2975,8.73e-05,"MTR",2252,-197
"ENSG00000079150",8,2,15,178,196,233,8.74e-05,"FKBP7",2253,116
"ENSG00000036448",132,2178,80,112,70,78,8.78e-05,"MYOM2",2254,-663
"ENSG00000134323",4,0,0,172,79,1019,8.79e-05,"MYCN",2255,-608
"ENSG00000100379",292,295,207,158,145,44,8.85e-05,"KCTD17",2256,-220
"ENSG00000155980",65,30,559,51,10,11,8.89e-05,"KIF5A",2257,-361
"ENSG00000129317",56,127,215,2323,1766,2513,8.92e-05,"PUS7L",2258,15
"ENSG00000282936",2,1,2,108,67,105,8.93e-05,"",2259,186
"ENSG00000156509",1,0,1,63,223,90,8.96e-05,"FBXO43",2260,-256
"ENSG00000283525",12,6,6,0,0,0,8.98e-05,"",2261,468
"ENSG00000132563",14,8,70,8,5,4,9e-05,"REEP2",2262,613
"ENSG00000135776",107,99,164,1309,2261,1465,9e-05,"ABCB10",2263,36
"ENSG00000230751",1,0,0,118,54,102,9.04e-05,"",2264,824
"ENSG00000178338",34,29,39,587,427,561,9.06e-05,"ZNF354B",2265,276
"ENSG00000183486",3127,2622,18930,1357,3294,534,9.06e-05,"MX2",2266,-561
"ENSG00000242931",0,0,1,78,71,97,9.06e-05,"RPL7P49",2267,100
"ENSG00000115464",547,364,1253,9370,8138,9777,9.07e-05,"USP34",2268,195
"ENSG00000140025",10,7,20,218,183,299,9.08e-05,"EFCAB11",2269,490
"ENSG00000225000",0,0,0,40,75,52,9.09e-05,"",2270,1472
"ENSG00000275413",8,4,5,128,170,201,9.11e-05,"",2271,1052
"ENSG00000032444",2801,1422,12725,1816,2458,1177,9.12e-05,"PNPLA6",2272,-440
"ENSG00000121753",88,48,67,27,7,1,9.13e-05,"ADGRB2",2273,47
"ENSG00000154146",3632,2348,1645,840,1455,250,9.15e-05,"NRGN",2274,-703
"ENSG00000272980",1,0,0,55,97,117,9.15e-05,"",2275,-210
"ENSG00000131470",8,7,16,176,227,161,9.15e-05,"PSMC3IP",2276,769
"ENSG00000186714",0,1,0,108,65,82,9.16e-05,"CCDC73",2277,213
"ENSG00000117560",89,136,21,26,8,2,9.2e-05,"FASLG",2278,-430
"ENSG00000047230",74,49,88,1055,815,1257,9.2e-05,"CTPS2",2279,329
"ENSG00000176476",288,260,506,377,299,373,9.23e-05,"SGF29",2280,579
"ENSG00000283361",5,57,17,4,0,1,9.23e-05,"CFAP97D2",2281,-160
"ENSG00000118058",845,478,680,12847,9462,12716,9.27e-05,"KMT2A",2282,-61
"ENSG00000266126",6,1,7,131,218,121,9.28e-05,"",2283,1616
"ENSG00000162959",17,20,60,347,770,770,9.3e-05,"MEMO1",2284,58
"ENSG00000104976",154,178,286,154,231,186,9.3e-05,"SNAPC2",2285,709
"ENSG00000228782",20,7,8,272,420,492,9.32e-05,"MRPL45P2",2286,415
"ENSG00000101940",789,897,3152,1050,927,1080,9.33e-05,"WDR13",2287,409
"ENSG00000284154",39,9,20,6,6,5,9.33e-05,"MIR3605",2288,603
"ENSG00000130244",207,286,503,252,354,282,9.35e-05,"FAM98C",2289,408
"ENSG00000113649",296,344,257,6517,4900,5538,9.39e-05,"TCERG1",2290,1
"ENSG00000125630",69,133,147,1872,1658,1748,9.41e-05,"POLR1B",2291,118
"ENSG00000099985",2547,877,983,569,70,416,9.42e-05,"OSM",2292,-473
"ENSG00000112183",4,11,38,2,1,0,9.43e-05,"RBM24",2293,510
"ENSG00000165023",18,1,50,0,1,0,9.46e-05,"DIRAS2",2294,-637
"ENSG00000242607",1,2,0,304,189,39,9.5e-05,"RPS3AP34",2295,15
"ENSG00000235613",1,0,0,74,69,110,9.52e-05,"NSRP1P1",2296,-96
"ENSG00000116514",726,643,3157,915,643,664,9.53e-05,"RNF19B",2297,-219
"ENSG00000128656",25,22,212,24,11,16,9.53e-05,"CHN1",2298,-376
"ENSG00000230826",0,0,0,48,43,74,9.55e-05,"",2299,612
"ENSG00000179397",3,2,2,97,79,175,9.6e-05,"CATSPERE",2300,526
"ENSG00000279981",0,1,0,66,95,84,9.61e-05,"",2301,-39
"ENSG00000114805",10,4,13,163,208,537,9.62e-05,"PLCH1",2302,-116
"ENSG00000213373",21,25,333,15,25,6,9.62e-05,"LINC00671",2303,-139
"ENSG00000164649",115,50,118,1970,1317,1615,9.62e-05,"CDCA7L",2304,-125
"ENSG00000011347",12,5,47,3,4,1,9.65e-05,"SYT7",2305,-26
"ENSG00000124466",32,25,28,15,14,16,9.65e-05,"LYPD3",2306,774
"ENSG00000270772",1,0,0,65,95,85,9.69e-05,"PDHA1P1",2307,111
"ENSG00000258968",0,2,0,96,105,102,9.73e-05,"",2308,1407
"ENSG00000262155",7,17,41,1168,270,644,9.73e-05,"LINC02175",2309,-168
"ENSG00000104886",303,451,1062,484,491,390,9.76e-05,"PLEKHJ1",2310,309
"ENSG00000065357",4372,1365,5174,2193,1869,2327,9.8e-05,"DGKA",2311,195
"ENSG00000196655",305,329,956,350,469,399,9.84e-05,"TRAPPC4",2312,767
"ENSG00000236824",0,0,4,37,156,720,9.85e-05,"BCYRN1",2313,-671
"ENSG00000107872",94,171,415,146,118,146,9.86e-05,"FBXL15",2314,-113
"ENSG00000184619",27,31,112,1676,574,1741,9.86e-05,"KRBA2",2315,-307
"ENSG00000099308",4965,1798,5827,1454,3109,865,9.88e-05,"MAST3",2316,-419
"ENSG00000264707",0,1,0,111,101,53,9.88e-05,"L3MBTL4-AS1",2317,-247
"ENSG00000064651",64,76,62,1157,1334,1044,9.89e-05,"SLC12A2",2318,-50
"ENSG00000150045",148,710,66,92,51,30,9.92e-05,"KLRF1",2319,-232
"ENSG00000222020",12,11,29,5,3,7,9.96e-05,"HDAC4-AS1",2320,-35
"ENSG00000196705",131,144,192,1994,2044,4149,0.000100337,"ZNF431",2321,246
"ENSG00000112992",398,270,585,4134,5907,5039,0.000100848,"NNT",2322,418
"ENSG00000114948",46,9,48,14,6,7,0.000100848,"ADAM23",2323,11
"ENSG00000156885",24,8,6,1,0,0,0.000100848,"COX6A2",2324,165
"ENSG00000234369",4,2,6,77,195,147,0.000100848,"TATDN1P1",2325,147
"ENSG00000229990",3,0,0,89,120,147,0.000101745,"",2326,499
"ENSG00000085733",245,236,172,173,67,63,0.000101899,"CTTN",2327,-296
"ENSG00000102575",292,285,216,147,171,47,0.00010241,"ACP5",2328,-110
