"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED","GDC2828countsREPROCESSED","GDC2839countsREPROCESSED","padj","symbol","rank","rank_change"
"ENSG00000286615",1,0,0,25,68,28,0.00387724478776745,"AC011416.4",5603,NA
"ENSG00000254572",5,4,14,3,2,2,0.00388112932147956,"GLULP3",5604,NA
"ENSG00000185985",3,1,20,0,0,1,0.0040231399863002,"SLITRK2",5650,NA
"ENSG00000241656",3,5,6,0,0,1,0.00406933000532299,"UBA52P7",5666,NA
"ENSG00000287214",7,5,4,97,91,98,0.00409658151938211,"AC021321.2",5675,NA
"ENSG00000286677",1,0,1,55,20,79,0.00411823198585104,"AP006545.3",5688,NA
"ENSG00000285697",0,0,0,16,31,27,0.00415106128997384,"AC002059.3",5701,NA
"ENSG00000285852",2,0,0,47,25,130,0.00415106128997384,"AL353147.1",5702,NA
"ENSG00000286365",3,2,0,72,54,65,0.00416031472197131,"AP000553.9",5706,NA
"ENSG00000284968",7,3,19,88,185,213,0.00416965149113668,"AC093827.4",5708,NA
"ENSG00000288075",6,3,32,439,111,286,0.00420763054282754,"AC108519.1",5726,NA
"ENSG00000177338",3,15,2,1,1,0,0.0042311867517877,"LINC00469",5735,NA
"ENSG00000259030",1,1,3,41,47,56,0.00423282798226292,"FPGT-TNNI3K",5736,NA
"ENSG00000285530",0,0,0,57,19,13,0.00423318468828951,"AL445928.2",5738,NA
"ENSG00000287141",0,0,0,16,25,33,0.00426770200210318,"AC093675.2",5748,NA
"ENSG00000258210",0,1,0,26,30,52,0.00442216803932017,"AC144548.1",5803,NA
"ENSG00000286138",2,0,0,28,45,108,0.00448001143533386,"AC010336.7",5819,NA
"ENSG00000288018",1,1,1,44,25,80,0.00449576508392439,"AP003120.1",5828,NA
"ENSG00000286256",12,33,79,2,1,24,0.00456560843527906,"AC084871.3",5851,NA
"ENSG00000287355",0,0,1,21,111,17,0.00468788395130458,"AL451123.2",5896,NA
"ENSG00000285581",2,0,1,32,53,53,0.00489379095964044,"AC091196.1",5944,NA
"ENSG00000231095",1,3,38,3,1,1,0.00501055689272862,"GYG1P3",5976,NA
"ENSG00000285577",0,0,0,2,79,48,0.0053813449492101,"AC019127.1",6077,NA
"ENSG00000284930",5,29,120,3,24,1,0.00544502950004674,"AC005280.2",6087,NA
