"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000207308",0,0,0,171,64,100,1.92009980402588e-07,"RNU6-878P",1141,41
"ENSG00000264520",0,0,0,101,72,117,1.92009980402588e-07,"AC005154.4",1142,27
"ENSG00000130222",639,124,72,16,5,12,1.94191379210902e-07,"GADD45G",1143,-499
"ENSG00000180448",24581,17307,34307,9218,8071,4030,1.94191379210902e-07,"ARHGAP45",1144,-461
"ENSG00000225751",0,0,0,85,126,78,1.94191379210902e-07,"AC087501.1",1145,50
"ENSG00000269235",3,0,7,330,104,308,1.9552532068809e-07,"ZNF350-AS1",1146,3841
"ENSG00000284308",34,32,59,8,5,4,1.97749361118299e-07,"C2orf81",1147,21428
"ENSG00000243107",1,0,0,177,110,161,1.97885747011737e-07,"AC000120.1",1148,439
"ENSG00000085382",61,26,96,1072,862,848,1.98791668975702e-07,"HACE1",1149,-395
"ENSG00000243176",1,4,2,159,115,398,1.98791668975702e-07,"AC092944.1",1150,16155
"ENSG00000188056",224,316,79,19,18,4,1.9886770473944e-07,"TREML4",1151,-603
"ENSG00000230257",96,283,1809,1,19,21,2.0173168598285e-07,"NFE4",1152,-358
"ENSG00000245711",0,0,0,149,67,94,2.0173168598285e-07,"NADK2-AS1",1153,904
"ENSG00000234562",0,0,0,78,113,89,2.01783732777239e-07,"TPMTP2",1154,40
"ENSG00000258752",2,0,4,87,215,210,2.04198094499632e-07,"AL357093.2",1155,3936
"ENSG00000156876",24,26,19,436,535,647,2.06557009320685e-07,"SASS6",1156,-583
"ENSG00000242628",1,0,0,126,135,189,2.06861597362505e-07,"AC009228.1",1157,5001
"ENSG00000253536",0,0,0,83,85,109,2.08601629996964e-07,"AC138832.1",1158,45
"ENSG00000225138",17,18,38,724,308,346,2.09196172301471e-07,"SLC9A3-AS1",1159,5922
"ENSG00000182585",0,0,0,275,22,867,2.11943443494468e-07,"EPGN",1160,569
"ENSG00000107738",28627,40512,272711,8002,12395,4126,2.1243504999339e-07,"VSIR",1161,-397
"ENSG00000119004",139,151,163,1923,3520,2207,2.13577102592513e-07,"CYP20A1",1162,2346
"ENSG00000228061",0,0,0,86,80,114,2.13577102592513e-07,"AC131571.1",1163,46
"ENSG00000214435",65,29,52,0,1,1,2.17998076681911e-07,"AS3MT",1164,NA
"ENSG00000274461",0,0,1,114,156,165,2.1962924951519e-07,"AC023282.1",1165,-47
"ENSG00000256657",0,0,0,65,103,238,2.19938715458516e-07,"AC244131.1",1166,757
"ENSG00000165156",82,128,284,1785,1892,2139,2.20549350797509e-07,"ZHX1",1167,-494
"ENSG00000108021",282,324,381,4056,3511,4745,2.21084399554468e-07,"TASOR2",1168,-527
"ENSG00000270124",1,0,0,139,124,162,2.21084399554468e-07,"AC092127.2",1169,463
"ENSG00000106714",108,658,545,20,0,2,2.2150046122246e-07,"CNTNAP3",1170,-492
"ENSG00000184730",8766,4813,24707,2839,2936,1745,2.2150046122246e-07,"APOBR",1171,-404
"ENSG00000231412",92,321,7387,0,6,23,2.2150046122246e-07,"AC005392.2",1172,-806
"ENSG00000242473",38,27,61,1,0,0,2.2150046122246e-07,"KIR2DP1",1173,-702
"ENSG00000214359",4,0,11,173,323,284,2.23404042909984e-07,"RPL18P10",1174,70
"ENSG00000214439",4,1,8,160,121,148,2.23877354547531e-07,"FAM185BP",1175,2968
"ENSG00000094916",754,529,1036,7370,9274,9197,2.25287627086113e-07,"CBX5",1176,-776
"ENSG00000176788",11921,9486,76404,167,1818,124,2.25909354327796e-07,"BASP1",1177,-422
"ENSG00000107890",17,61,24,1196,1314,1574,2.27606949008437e-07,"ANKRD26",1178,-904
"ENSG00000185674",0,0,0,85,79,113,2.30886554649056e-07,"LYG2",1179,1578
"ENSG00000239465",2,0,0,142,212,160,2.31506735595441e-07,"AC090543.1",1180,123
"ENSG00000104894",19670,8638,29452,6212,4314,4612,2.32213571919289e-07,"CD37",1181,-442
"ENSG00000108639",3199,3269,10000,1823,1922,1354,2.34495511122179e-07,"SYNGR2",1182,-358
"ENSG00000198707",42,107,84,1979,1279,2719,2.34495511122179e-07,"CEP290",1183,-609
"ENSG00000160999",1150,786,2517,277,405,124,2.3508914321754e-07,"SH2B2",1184,-573
"ENSG00000102109",31,219,49,5,3,1,2.36469188017376e-07,"PCSK1N",1185,-633
"ENSG00000234705",3,0,1,135,140,121,2.39221757297941e-07,"HMGA1P4",1186,1429
"ENSG00000171320",13,2,16,319,556,270,2.3944432596434e-07,"ESCO2",1187,-491
"ENSG00000214110",26,9,264,0,0,0,2.4167648058816e-07,"LDHAP4",1188,NA
"ENSG00000266931",24,25,30,0,0,0,2.52327821548636e-07,"AC092651.1",1189,NA
"ENSG00000280374",1,0,0,113,142,201,2.53514382232864e-07,"AC019080.5",1190,-116
"ENSG00000064490",949,800,2387,579,418,425,2.54606495782608e-07,"RFXANK",1191,-369
"ENSG00000005486",2514,1780,9421,940,942,555,2.56091287527377e-07,"RHBDD2",1192,-393
"ENSG00000181227",5,6,14,229,128,190,2.61499811684251e-07,"DLSTP1",1193,1482
"ENSG00000203326",30,34,56,577,389,445,2.61703250641076e-07,"ZNF525",1194,-394
"ENSG00000171443",350,400,1456,176,185,147,2.62097838759186e-07,"ZNF524",1195,-138
"ENSG00000261659",0,0,0,65,107,121,2.6329198134097e-07,"Z92544.1",1196,5153
"ENSG00000171159",1190,1257,1805,474,387,613,2.64877223775194e-07,"C9orf16",1197,-329
"ENSG00000176973",76,186,595,19,37,34,2.64877223775194e-07,"FAM89B",1198,4242
"ENSG00000254538",0,2,0,204,168,125,2.64877223775194e-07,"AC027018.1",1199,-109
"ENSG00000094804",42,31,64,534,892,541,2.65463509651849e-07,"CDC6",1200,142
"ENSG00000155792",20,57,26,1146,907,1611,2.65463509651849e-07,"DEPTOR",1201,-274
"ENSG00000172869",266,337,497,3431,3727,4558,2.65929827419252e-07,"DMXL1",1202,-575
"ENSG00000260194",0,0,0,85,79,99,2.66037573869521e-07,"AC007496.1",1203,60
"ENSG00000234678",20,15,33,292,340,262,2.68954736669113e-07,"ELF3-AS1",1204,18539
"ENSG00000189423",8,0,6,346,199,341,2.69510180760679e-07,"USP32P3",1205,-84
"ENSG00000145414",58,40,109,906,652,764,2.74207194152104e-07,"NAF1",1206,1078
"ENSG00000156172",9,9,7,357,155,295,2.74207194152104e-07,"C8orf37",1207,278
"ENSG00000261573",1,0,6,364,150,116,2.77237510914407e-07,"AL157402.2",1208,1670
"ENSG00000104915",1603,2361,7527,812,1014,630,2.79621959006212e-07,"STX10",1209,-372
"ENSG00000213085",220,181,111,29,23,31,2.86516733258329e-07,"CFAP45",1210,-445
"ENSG00000180626",8,15,45,374,402,442,2.87754358957414e-07,"ZNF594",1211,-201
"ENSG00000197372",45,44,61,544,656,718,2.9088436926693e-07,"ZNF675",1212,874
"ENSG00000251323",4,2,0,223,141,237,2.91133505029412e-07,"LINC02728",1213,-501
"ENSG00000088726",86,224,177,9,5,26,2.9610377813916e-07,"TMEM40",1214,-280
"ENSG00000166527",89,674,13017,25,63,67,2.9610377813916e-07,"CLEC4D",1215,-496
"ENSG00000272054",13,11,15,242,196,292,2.97110411308836e-07,"AC007390.1",1216,-584
"ENSG00000119866",287,69,140,5418,5640,7975,2.99283546247534e-07,"BCL11A",1217,554
"ENSG00000007312",985,881,830,315,149,159,3.02810521696691e-07,"CD79B",1218,4935
"ENSG00000233268",2,0,1,119,177,104,3.05187375075061e-07,"AL691449.1",1219,953
"ENSG00000183137",34,44,133,1061,1002,2306,3.05236842084993e-07,"CEP57L1",1220,17
"ENSG00000186529",4007,2191,7427,407,22,32,3.05236842084993e-07,"CYP4F3",1221,-412
"ENSG00000129173",10,0,16,461,1005,402,3.05373713043638e-07,"E2F8",1222,-784
"ENSG00000146826",1296,1094,2973,662,730,437,3.05373713043638e-07,"MAP11",1223,-278
"ENSG00000177576",324,940,2905,159,201,162,3.05373713043638e-07,"C18orf32",1224,22595
"ENSG00000245275",8,1,38,699,636,840,3.05373713043638e-07,"SAP30L-AS1",1225,6426
"ENSG00000064547",5203,2565,5337,1433,654,523,3.06910093299383e-07,"LPAR2",1226,-500
"ENSG00000106443",228,179,346,2228,2914,3014,3.06910093299383e-07,"PHF14",1227,-441
"ENSG00000279425",37,16,20,684,547,840,3.06910093299383e-07,"AC092279.2",1228,-663
"ENSG00000058804",103,138,134,1496,2481,2110,3.07426803265743e-07,"NDC1",1229,-591
"ENSG00000197168",5,2,4,119,128,144,3.0793647453456e-07,"NEK5",1230,117
"ENSG00000252498",0,0,0,71,91,104,3.1037920552518e-07,"RNU6-1016P",1231,2637
"ENSG00000248318",2,2,0,299,96,168,3.14383004122658e-07,"AC104958.1",1232,192
"ENSG00000239040",0,0,0,65,161,87,3.17848438522195e-07,"Y_RNA",1233,3904
"ENSG00000059728",53841,16499,93179,11261,4852,3050,3.19496598409093e-07,"MXD1",1234,-413
"ENSG00000113303",352,173,644,16,0,22,3.19496598409093e-07,"BTNL8",1235,-559
"ENSG00000182795",49,61,61,13,8,10,3.19496598409093e-07,"C1orf116",1236,-536
"ENSG00000233674",0,0,0,66,105,101,3.19496598409093e-07,"AL451062.1",1237,73
"ENSG00000236830",2,4,5,147,164,87,3.19496598409093e-07,"CBR3-AS1",1238,1527
"ENSG00000012174",76,72,93,932,1083,872,3.21165428958636e-07,"MBTPS2",1239,-575
"ENSG00000166321",36,26,32,436,686,747,3.21302241903977e-07,"NUDT13",1240,-404
"ENSG00000225767",0,0,0,80,84,88,3.21518784694983e-07,"FAF1-AS1",1241,1706
"ENSG00000188739",6,4,12,136,158,170,3.23778198795356e-07,"RBM34",1242,2766
"ENSG00000131242",1640,1176,2644,704,264,386,3.25777517330295e-07,"RAB11FIP4",1243,5521
"ENSG00000232940",5,1,1,127,219,210,3.25986173665628e-07,"HCG25",1244,2620
"ENSG00000035499",31,22,32,398,852,503,3.28789155452384e-07,"DEPDC1B",1245,-524
"ENSG00000258448",0,0,0,91,63,212,3.28789155452384e-07,"AL442663.2",1246,38
"ENSG00000112561",1988,2385,7096,824,584,180,3.32085081578902e-07,"TFEB",1247,-412
"ENSG00000169184",18,33,20,2969,1405,323,3.32927637583664e-07,"MN1",1248,-219
"ENSG00000237872",3,0,0,183,142,161,3.35752459944058e-07,"POU5F1P4",1249,160
"ENSG00000259103",0,0,0,93,63,139,3.35919007648479e-07,"AF107885.2",1250,61
"ENSG00000283122",2,0,0,281,105,209,3.35919007648479e-07,"HYMAI",1251,-182
"ENSG00000278615",19,32,196,3,3,4,3.37035575352276e-07,"C11orf98",1252,NA
"ENSG00000185760",75,69,38,2625,1171,2494,3.37949245304376e-07,"KCNQ5",1253,-848
"ENSG00000139908",33,26,29,600,444,441,3.38657231786178e-07,"TSSK4",1254,3457
"ENSG00000185238",55,92,97,1340,925,1132,3.41536904147542e-07,"PRMT3",1255,-515
"ENSG00000263089",2,0,2,110,142,96,3.42820543360608e-07,"AC007114.2",1256,469
"ENSG00000279416",2,0,4,105,117,133,3.43903018890733e-07,"AC099689.3",1257,299
"ENSG00000234444",64,142,90,2355,2176,1816,3.45432255871578e-07,"ZNF736",1258,-650
"ENSG00000280190",0,0,0,61,101,130,3.47934290824374e-07,"AC027279.4",1259,46
"ENSG00000261438",10,29,86,0,0,0,3.479814430478e-07,"AL157394.1",1260,NA
"ENSG00000182866",5129,6194,1524,588,104,126,3.49935578505401e-07,"LCK",1261,-457
"ENSG00000163395",55,30,42,1,0,3,3.50962860088337e-07,"IGFN1",1262,-951
"ENSG00000112893",234,94,283,2743,3923,3626,3.52612406598608e-07,"MAN2A1",1263,3017
"ENSG00000261105",0,0,0,118,60,97,3.53244267426255e-07,"LMO7-AS1",1264,3573
"ENSG00000166762",5,16,25,511,245,885,3.53659841297384e-07,"CATSPER2",1265,6536
"ENSG00000115286",464,531,700,256,168,124,3.55253836406087e-07,"NDUFS7",1266,16321
"ENSG00000137193",6837,5579,17256,2963,824,1370,3.56553254141646e-07,"PIM1",1267,-417
"ENSG00000259116",4,3,0,197,172,232,3.5836675582273e-07,"AL049869.2",1268,749
"ENSG00000228140",24,68,141,11,8,5,3.61042892910137e-07,"AL031283.1",1269,-345
"ENSG00000132002",34411,11044,8804,1969,1546,2377,3.61221538789462e-07,"DNAJB1",1270,-481
"ENSG00000122484",138,209,451,4164,2361,4206,3.65515499314342e-07,"RPAP2",1271,-466
"ENSG00000185236",3582,2557,7374,2037,1373,1418,3.73241784741541e-07,"RAB11B",1272,-390
"ENSG00000232344",0,0,1,160,132,100,3.75830370234617e-07,"AC087163.1",1273,487
"ENSG00000240695",4,1,0,179,153,313,3.75906075009015e-07,"AC117382.1",1274,-374
"ENSG00000229619",29,46,58,664,1636,652,3.81559702041318e-07,"MBNL1-AS1",1275,-350
"ENSG00000161911",717,859,144,20,15,60,3.84570337711246e-07,"TREML1",1276,-534
"ENSG00000284237",0,0,0,71,73,377,3.87205427837566e-07,"LINC02767",1277,-28
"ENSG00000130943",2,0,6,123,132,244,3.88505435339242e-07,"PKDREJ",1278,-78
"ENSG00000161921",4457,3155,13318,196,717,40,3.88678091676162e-07,"CXCL16",1279,-417
"ENSG00000280069",8,12,3,275,744,373,3.91624680878336e-07,"AC127024.8",1280,-539
"ENSG00000149806",5454,9571,8830,2255,1566,2626,3.96046080898158e-07,"FAU",1281,2286
"ENSG00000204623",94,92,133,1317,958,1279,3.96046080898158e-07,"ZNRD1ASP",1282,-752
"ENSG00000157193",164,182,202,3901,2692,1838,3.97436334598806e-07,"LRP8",1283,-861
"ENSG00000234745",178632,132373,254521,33070,39338,7250,4.06906644230515e-07,"HLA-B",1284,-206
"ENSG00000186714",0,0,0,111,65,81,4.11431768981327e-07,"CCDC73",1285,1006
"ENSG00000189149",2,0,2,101,123,107,4.12070411598037e-07,"CRYM-AS1",1286,618
"ENSG00000167633",849,550,205,36,1,3,4.16394884272993e-07,"KIR3DL1",1287,-223
"ENSG00000228386",2,1,2,77,136,303,4.17534923464032e-07,"AL031668.1",1288,781
"ENSG00000166532",157,110,177,1905,1604,2273,4.1885455671783e-07,"RIMKLB",1289,-569
"ENSG00000183019",530,3692,128400,329,549,71,4.20359727876098e-07,"MCEMP1",1290,85
"ENSG00000174744",896,1220,3520,499,590,485,4.22663860794247e-07,"BRMS1",1291,-556
"ENSG00000266074",79,48,52,2983,927,15386,4.23017535183788e-07,"BAHCC1",1292,-193
"ENSG00000138182",33,88,34,1250,2590,2365,4.29391363769448e-07,"KIF20B",1293,-515
"ENSG00000241461",0,0,0,88,66,97,4.33441331898262e-07,"RN7SL182P",1294,94
"ENSG00000176046",45,116,75,10,11,12,4.36247802149836e-07,"NUPR1",1295,12709
"ENSG00000162892",652,264,360,43,2,5,4.38306387645006e-07,"IL24",1296,4635
"ENSG00000227855",6,0,1,399,154,484,4.40016119277517e-07,"DPY19L2P3",1297,-772
"ENSG00000141551",6604,5797,18184,4201,3243,2617,4.43308207431971e-07,"CSNK1D",1298,-587
"ENSG00000230751",0,0,0,126,54,102,4.4344211861588e-07,"AC007036.2",1299,989
"ENSG00000240288",12,3,22,216,461,654,4.4619419416911e-07,"GHRLOS",1300,3848
"ENSG00000213041",0,0,0,65,100,89,4.46264105588432e-07,"AC093422.1",1301,1288
"ENSG00000136874",151,105,186,2049,1535,2768,4.4844362583817e-07,"STX17",1302,8426
"ENSG00000185189",444,372,403,154,86,79,4.4844362583817e-07,"NRBP2",1303,-329
"ENSG00000102265",5571,5474,24549,2467,2055,858,4.5196600727608e-07,"TIMP1",1304,-493
"ENSG00000167508",1319,872,1188,417,297,345,4.52560256676376e-07,"MVD",1305,-608
"ENSG00000145075",18,17,44,0,0,0,4.56154716447484e-07,"CCDC39",1306,NA
"ENSG00000177700",569,853,1014,351,286,299,4.56693327073578e-07,"POLR2L",1307,-517
"ENSG00000145649",1078,7083,398,165,55,21,4.59238710366514e-07,"GZMA",1308,-386
"ENSG00000235369",0,0,0,62,92,110,4.59238710366514e-07,"RPL36AP15",1309,82
"ENSG00000161920",240,357,1192,114,146,108,4.59817553758918e-07,"MED11",1310,-419
"ENSG00000220506",1,0,0,131,108,137,4.60943580292073e-07,"AL136310.1",1311,160
"ENSG00000131781",25,50,70,641,618,579,4.62757628676253e-07,"FMO5",1312,127
"ENSG00000267136",10,0,10,283,414,547,4.63728645634428e-07,"AP005131.1",1313,-802
"ENSG00000275302",4723,5185,226,188,35,16,4.7357828718693e-07,"CCL4",1314,-440
"ENSG00000266987",0,0,0,59,108,99,4.74664538812866e-07,"AC104984.5",1315,86
"ENSG00000268516",26,12,18,989,337,466,4.76315399147174e-07,"AC020915.2",1316,-565
"ENSG00000164054",5887,7084,34471,3148,2536,1715,4.79630449875463e-07,"SHISA5",1317,-375
"ENSG00000141480",30758,18433,83414,6255,9430,2313,4.85121519898997e-07,"ARRB2",1318,-721
"ENSG00000197616",16,32,308,0,1,1,4.85121519898997e-07,"MYH6",1319,-1011
"ENSG00000064270",96,58,59,8,4,12,4.86966537305031e-07,"ATP2C2",1320,-546
"ENSG00000138080",28,63,122,893,1294,1041,4.88175625302366e-07,"EMILIN1",1321,-483
"ENSG00000080345",246,448,1042,7785,6363,7219,4.90579366583101e-07,"RIF1",1322,-664
"ENSG00000232373",2,1,0,118,113,195,4.95157563868006e-07,"MTCYBP3",1323,97
"ENSG00000171291",24,43,125,1086,873,1858,4.99654949284079e-07,"ZNF439",1324,-44
"ENSG00000104324",1987,1538,8260,938,645,503,5.05591615188263e-07,"CPQ",1325,-416
"ENSG00000149781",9014,11181,38966,5364,4742,4908,5.10077368173416e-07,"FERMT3",1326,-524
"ENSG00000171222",568,1031,2543,404,314,347,5.10077368173416e-07,"SCAND1",1327,-352
"ENSG00000265185",0,2,0,166,225,108,5.11999544192784e-07,"SNORD3B-1",1328,-114
"ENSG00000241685",413,824,5254,115,213,156,5.12299902422651e-07,"ARPC1A",1329,4014
"ENSG00000135976",80,42,41,1749,1016,2275,5.14937576964534e-07,"ANKRD36",1330,-22
"ENSG00000008323",5,11,20,212,216,377,5.20116475999039e-07,"PLEKHG6",1331,1315
"ENSG00000177990",5,2,24,1922,90,1517,5.20919619769584e-07,"DPY19L2",1332,208
"ENSG00000162849",12,1,10,157,3056,675,5.25004376195986e-07,"KIF26B",1333,-271
"ENSG00000213445",12205,7919,24531,6434,4260,3737,5.25004376195986e-07,"SIPA1",1334,-654
"ENSG00000268364",0,0,0,97,41,651,5.25004376195986e-07,"SMC5-AS1",1335,-26
"ENSG00000132819",13051,6329,6605,1659,976,293,5.28511996709356e-07,"RBM38",1336,-318
"ENSG00000137409",3844,3619,8311,2448,2171,1359,5.28511996709356e-07,"MTCH1",1337,-746
"ENSG00000198814",1951,1824,13466,438,822,497,5.3213220301298e-07,"GK",1338,-810
"ENSG00000124782",747,490,784,7549,9584,11634,5.32358397571599e-07,"RREB1",1339,-160
"ENSG00000279077",2,0,0,119,197,156,5.32358397571599e-07,"AC023090.2",1340,185
"ENSG00000272168",9,4,6,1461,287,139,5.36583967733723e-07,"CASC15",1341,-58
"ENSG00000110719",13487,16259,64083,5456,6070,1949,5.37644542562346e-07,"TCIRG1",1342,-562
"ENSG00000244187",169,321,1117,98,56,87,5.48806130950747e-07,"TMEM141",1343,4511
"ENSG00000230876",1,0,0,3,581,4546,5.57126452652367e-07,"LINC00486",1344,1890
"ENSG00000126895",16,8,9,417,282,227,5.58930727084295e-07,"AVPR2",1345,343
"ENSG00000197275",0,0,0,83,81,68,5.59681255133682e-07,"RAD54B",1346,1103
"ENSG00000205710",190,130,47,14,11,11,5.62102831906234e-07,"C17orf107",1347,4001
"ENSG00000249790",15789,5726,1656,72,3,278,5.64611255302601e-07,"AC092490.1",1348,-477
"ENSG00000211595",68,42,112,9,5,0,5.66412017061941e-07,"IGKJ3",1349,NA
"ENSG00000258900",16,20,38,0,0,0,5.67721998735794e-07,"HNRNPCP1",1350,NA
"ENSG00000236562",71,11,113,4,2,1,5.70288054668942e-07,"IFITM3P1",1351,-1259
"ENSG00000134571",194,271,1639,57,77,82,5.71149475367593e-07,"MYBPC3",1352,-836
"ENSG00000271278",0,0,0,74,95,68,5.74455156110489e-07,"ELOCP33",1353,100
"ENSG00000197111",23491,9883,22040,4675,5070,5149,5.74688927270266e-07,"PCBP2",1354,5789
"ENSG00000221184",0,0,0,72,87,74,5.74688927270266e-07,"AL513534.1",1355,4042
"ENSG00000257883",0,0,0,5,1400,458,5.74688927270266e-07,"AC125603.2",1356,-67
"ENSG00000088727",29,17,35,417,327,500,5.80547793381502e-07,"KIF9",1357,-76
"ENSG00000273245",2,0,2,98,105,118,5.80547793381502e-07,"AC092653.1",1358,662
"ENSG00000271064",2,0,0,118,169,169,5.832774458665e-07,"AC027644.2",1359,3231
"ENSG00000179593",16,369,2172,14,2,0,5.90578052303813e-07,"ALOX15B",1360,-552
"ENSG00000105750",10,30,23,398,499,529,5.92706843493034e-07,"ZNF85",1361,-378
"ENSG00000229989",4,8,0,1299,202,756,5.92970876894885e-07,"MIR181A1HG",1362,-70
"ENSG00000166311",643,797,1627,417,481,326,6.03328550381931e-07,"SMPD1",1363,-604
"ENSG00000185897",63,11,1299,8,2,1,6.03328550381931e-07,"FFAR3",1364,-488
"ENSG00000197863",19,29,27,372,378,484,6.0587724950001e-07,"ZNF790",1365,-492
"ENSG00000200091",0,0,0,53,98,132,6.06077999851593e-07,"RN7SKP163",1366,94
"ENSG00000225092",2,0,0,106,184,357,6.06912915348748e-07,"AL355336.1",1367,-225
"ENSG00000259236",0,0,0,68,72,110,6.09431421032118e-07,"GOLGA8VP",1368,3246
"ENSG00000124098",8821,8598,3102,946,1222,953,6.11888827140425e-07,"FAM210B",1369,-474
"ENSG00000082269",29,84,77,1518,1377,889,6.14355315769208e-07,"FAM135A",1370,-421
"ENSG00000245261",31,13,36,0,0,0,6.14355315769208e-07,"AL133375.1",1371,NA
"ENSG00000258274",0,0,0,111,59,78,6.16760731600772e-07,"AC012085.2",1372,1872
"ENSG00000131759",3478,4386,14124,1330,2030,744,6.17488419164557e-07,"RARA",1373,-276
"ENSG00000189430",326,217,131,42,29,12,6.22466405249572e-07,"NCR1",1374,-1090
"ENSG00000236526",0,0,0,94,49,248,6.25417710497811e-07,"AL035448.1",1375,38
"ENSG00000023892",5059,4091,10755,2850,2036,2795,6.30767355157235e-07,"DEF6",1376,-671
"ENSG00000261002",0,0,0,76,75,76,6.31432529193061e-07,"AC036103.1",1377,2523
"ENSG00000241429",10,4,2,213,310,406,6.31655274683555e-07,"EEF1A1P25",1378,3871
"ENSG00000071859",1279,1119,2011,666,549,312,6.38463995764191e-07,"FAM50A",1379,-654
"ENSG00000259335",0,0,0,64,80,95,6.47585586966351e-07,"HNRNPMP1",1380,89
"ENSG00000159086",225,273,590,3770,2757,3283,6.49749546659674e-07,"PAXBP1",1381,-820
"ENSG00000243414",47,61,286,1,11,1,6.51143555169856e-07,"TICAM2",1382,NA
"ENSG00000261837",0,0,0,58,111,84,6.51143555169856e-07,"AC046158.2",1383,1062
"ENSG00000174370",2,4,1,128,373,120,6.55407908227217e-07,"C11orf45",1384,367
"ENSG00000230530",0,4,3,109,203,127,6.65015501332304e-07,"LIMD1-AS1",1385,8945
"ENSG00000231468",0,0,0,56,106,91,6.71565715909756e-07,"PRDX3P2",1386,1335
"ENSG00000186187",78,81,92,2175,871,2868,6.73341718357437e-07,"ZNRF1",1387,-207
"ENSG00000152684",543,440,1786,255,243,246,6.74147965457897e-07,"PELO",1388,-358
"ENSG00000154548",9,6,19,300,238,137,6.74285481929543e-07,"SRSF12",1389,789
"ENSG00000232187",64,75,340,18,27,9,6.77492387913924e-07,"FTH1P7",1390,-1321
"ENSG00000238795",22,27,23,0,0,0,6.78077453870739e-07,"SCARNA12",1391,NA
"ENSG00000099834",15,3,4,695,413,265,6.88150611980415e-07,"CDHR5",1392,-890
"ENSG00000134551",0,0,0,55,86,138,6.92160259892909e-07,"PRH2",1393,1880
"ENSG00000242474",3,4,0,277,125,343,6.95621761936314e-07,"AC093627.5",1394,11772
"ENSG00000182117",1010,2376,8303,468,627,567,7.02396701600668e-07,"NOP10",1395,-393
"ENSG00000198546",272,228,313,110,97,99,7.0301699208828e-07,"ZNF511",1396,11655
"ENSG00000198429",27,13,17,344,621,1194,7.07079281461061e-07,"ZNF69",1397,-519
"ENSG00000266371",0,0,1,103,104,208,7.07240642325509e-07,"AC079915.1",1398,-490
"ENSG00000064666",11806,12079,56761,3186,3958,743,7.09800153407743e-07,"CNN2",1399,-372
"ENSG00000236364",2,0,0,134,131,156,7.16450363542941e-07,"AL358115.1",1400,-69
"ENSG00000172348",13,44,82,3,3,1,7.20558333895958e-07,"RCAN2",1401,-991
"ENSG00000198851",9865,6098,2231,919,166,220,7.2333574417638e-07,"CD3E",1402,-458
"ENSG00000141449",2,2,6,90,123,227,7.28489984927558e-07,"GREB1L",1403,784
"ENSG00000234975",94,59,152,16,31,13,7.28764396244445e-07,"FTH1P2",1404,-1378
"ENSG00000203879",6319,4260,19010,3196,1991,1866,7.29384700946552e-07,"GDI1",1405,-673
"ENSG00000132639",37,8,432,1,0,0,7.33022058899146e-07,"SNAP25",1406,-971
"ENSG00000166860",57,67,75,952,701,776,7.33195405548886e-07,"ZBTB39",1407,-630
"ENSG00000213137",0,0,0,84,69,70,7.37772154959317e-07,"ARF1P2",1408,1603
"ENSG00000167470",6028,5972,14548,4397,2798,3371,7.37848549338761e-07,"MIDN",1409,-567
"ENSG00000179361",2357,913,3112,523,619,523,7.41246015187678e-07,"ARID3B",1410,-554
"ENSG00000266965",0,0,0,82,55,135,7.42519847938288e-07,"AC090220.1",1411,110
"ENSG00000156170",49,67,155,1471,779,1537,7.42960816960689e-07,"NDUFAF6",1412,-326
"ENSG00000235937",0,0,0,91,71,64,7.42960816960689e-07,"RPL21P30",1413,1057
"ENSG00000110203",245,800,9646,59,11,0,7.59974992353178e-07,"FOLR3",1414,-488
"ENSG00000123159",497,394,477,158,96,152,7.59974992353178e-07,"GIPC1",1415,-782
"ENSG00000139970",337,196,256,43,79,32,7.59974992353178e-07,"RTN1",1416,-1058
"ENSG00000278505",0,0,0,161,37,143,7.63223354186593e-07,"C17orf78",1417,109
"ENSG00000261868",6,0,1,235,205,227,7.63630951001357e-07,"MFSD1P1",1418,466
"ENSG00000266017",0,0,0,47,105,139,7.71429754268647e-07,"MIR4477B",1419,9195
"ENSG00000111729",372,458,1896,20,102,8,7.7228487219394e-07,"CLEC4A",1420,22455
"ENSG00000255513",46,49,11,0,0,0,7.7228487219394e-07,"AC005363.1",1421,NA
"ENSG00000119703",2,5,0,196,181,380,7.72913584575401e-07,"ZC2HC1C",1422,97
"ENSG00000269934",4,4,7,144,113,99,7.7523494123578e-07,"AL353593.1",1423,7158
"ENSG00000213714",25,49,163,6,11,6,7.79877659651257e-07,"FAM209B",1424,-805
"ENSG00000249028",0,0,0,105,54,83,7.86269136783455e-07,"AC004672.1",1425,117
"ENSG00000234500",2,1,3,84,102,106,7.87607827388944e-07,"AC008267.3",1426,14056
"ENSG00000119862",190,255,735,58,30,95,7.92165868387595e-07,"LGALSL",1427,-512
"ENSG00000112984",37,11,24,551,1280,579,7.98197266526397e-07,"KIF20A",1428,19
"ENSG00000218596",0,0,0,127,41,137,8.023968294959e-07,"AL162578.1",1429,2521
"ENSG00000093217",20,8,11,325,412,292,8.07785067348985e-07,"XYLB",1430,-77
"ENSG00000197779",70,103,261,1645,1507,2221,8.08973115829504e-07,"ZNF81",1431,2797
"ENSG00000199733",0,0,0,82,81,60,8.08999765854156e-07,"RNA5SP307",1432,1150
